Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1973 23:30,chattanooga,tn,us,oval,30,30 sec.,3 objects in a tri-angle formation also in stationary mode for about 20 to 30 sec. Then dispersed in different directions in less than,12/16/1999,35.0455556,-85.3097222
1/8/1973 21:00,mussel shoals,al,,oval,20,20 seconds,Glowing orange detailess object with outline shape of a car moving slowly across sky  until disappearing behind clouds.,3/11/2006,38.51529,-84.709841
1/12/1973 03:00,farmington (se of&#44 deserted area&#44 hwy 44),nm,us,light,180,aprox:2-3 min,A large bright light apeared seemingly from nowhere.It followed my 18 wheeler for 1-2 min. then disapeared as quickly. It wasn&#39t a pr.,11/20/2002,36.7280556,-108.2180556
1/14/1973 19:00,scranton,pa,us,rectangle,10,10 seconds,Rectangular object moving at a very high rate of speed with no noise.,2/14/2008,41.4088889,-75.6627778
1/28/1973 23:38,glendora,ca,us,disk,600,5-10 mins,An illuminated Saucer hovers over my back patio. The Object rises beyond a neighboring house to the South. After hovering for five min&#39,12/16/1999,34.1361111,-117.8644444
2/1/1973 22:00,honolulu,hi,us,sphere,300,5 minutes,I was standing on the shore looking out towards the water when I saw a blue sphere coming toward the shore . It was at about a 45 degr,10/31/2008,21.3069444,-157.8583333
2/1/1973 23:00,port sulphur,la,us,circle,3,3 seconds,Drag Racing UFO&#39s,10/27/2004,29.4802778,-89.6938889
2/2/1973 21:00,roanoke,va,us,sphere,90,1.5 minutes,Silver silent sphere seen in Roanoke&#44 VA in 1973,7/4/2012,37.2708333,-79.9416667
2/3/1973 16:00,fort rucker,al,,light,10,10 seconds,Red Light Appears to Go Right Through Cockpit,2/1/2007,31.340052,-85.715375
2/10/1973 16:00,houston,tx,us,rectangle,120,2 min.,Skin burns and bad health for all of us.,11/20/2001,29.7630556,-95.3630556
2/15/1973 22:00,lake okeechoobee,fl,,unknown,1200,20min,2 WHAT looked LIKE stars STARTED to MAKE right AND LEFT ANGLES and GO real FAST seemed that they went around the earth and then stopped,1/28/1999,26.923519,-80.854385
3/1/1973 01:00,santa fe (near&#44 on highway),nm,us,unknown,600,10 minutes,I had an Out of Body experience while driving down the road at night.,2/12/2004,35.6869444,-105.9372222
3/1/1973 06:00,winston-salem,nc,us,light,15,15 sec.,Saw a fast moving light that perfomed an instantanious 90 degree turn and disappeared shortly thereafter.,10/30/2006,36.0997222,-80.2444444
3/1/1973 10:30,upper hutt (new zealand),,,circle,9000,2.5 hours,The Object hung silently above our Town for almost 3 hours. Thousands of people saw it.,8/24/2004,-41.124433,175.070783
3/1/1973 20:00,st. augustine,fl,us,light,60,60 seconds,White light flies into brighter white light and both go straight up.,5/4/2004,29.8944444,-81.3147222
3/12/1973 02:00,plain,wa,us,other,10800,3 hrs,Flying cubes land&#44 emit small shiny silvery spheres&#44 and large 3-toed &#39birdlike&#39 footprints appear in snow.,9/2/2005,47.7627778,-120.6561111
3/13/1973 04:00,new orleans,la,us,circle,7200,approx. 2hrs.,My husband and I stopped early one morning on a highway to look at a bright object&#44 the object was a large round  silver thing.,7/1/2002,29.9544444,-90.075
