Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1970 02:00,joplin,mo,us,unknown,1800,30 min,Large object moved slowly over the city,7/6/2010,37.0841667,-94.5130556
1/1/1970 12:00,grand rapids,mi,us,disk,1800,30 minutes,Low flying&#44 zig-zagging disc with lights in the 70&#39s,11/11/2003,42.9633333,-85.6680556
1/5/1970 22:00,candia,nh,us,light,60,1 minute,I was taking a late night walk on a cold calm January night. I passed between a barn and house following an old tote road used by snowm,10/30/2006,43.0777778,-71.2772222
1/15/1970 21:00,hemet,ca,us,cylinder,3600,1 hour,Large at least 20 feet metallic ball&#44 blue grey (but it did change colors)&#44like liquid metal&#44 outside of my Mothers house just off the,4/2/1999,33.7475000,-116.9711111
1/16/1970 19:00,lake wales,fl,us,oval,900,15 mins.,I had a very close encounter with a ufo.  It was almost on top of my truck.  They were observing me and had forced me pull over.,4/2/1999,27.9011111,-81.5861111
1/20/1970 15:00,danville,nh,us,egg,1200,20 min,sister ans i were sliding in the snow;when this egg object landed;,1/22/2000,42.9125000,-71.125
1/22/1970 10:00,san mateo,ca,us,sphere,30,30 seconds,Schools kids witness UFO,12/12/2011,37.5630556,-122.3244444
1/24/1970 20:15,denver/golden (between),co,,cigar,1200,twenty minutes,cigar shaped object with colors of orange&#44 blue and green that changed colors in a strobe from orange to blue to green over and over.,4/27/2004,39.745721,-105.159182
2/10/1970 20:30,los angeles,ca,us,disk,600,app. 10 min,I sighted a disc shaped object hovering above the trees in a residential area of southwest Los Angeles in early 1970,8/5/2001,34.0522222,-118.2427778
2/15/1970 22:00,lafayette,ca,us,disk,3600,1 hour,A saucer shaped craft landed in a secluded parking lot behind and below the house I was lin=ving in.,2/18/2001,37.8858333,-122.1169444
2/15/1970 23:59,colorado springs,co,us,,2419200,4 weeks,THREE FLIGHTS OF FOUR CONTACTS ON RADAR IN 1970 AS SEEN AT NORAD&#44 CHEYENNE MOUNTAIN.,10/28/2002,38.8338889,-104.8208333
2/20/1970 19:30,columbus,ga,us,other,60,1minute,2 orange lights near runway seen by young but experienced observer,1/17/2004,32.4608333,-84.9877778
2/22/1970 22:00,cutler ridge,fl,us,light,10,10 sec.,bright light seen hovering over Biscayne Bay on cool clear night,2/14/2008,25.5802778,-80.3469444
3/10/1970 00:00,st. petersburg,fl,us,disk,3600,less than hour,Encounter with disked shape UFO on campus of Florida Presbyterian College with 30 others,2/14/2008,27.7705556,-82.6794444
3/12/1970 03:00,monessen,pa,us,cylinder,600,10 minutes,Probe Flourescent Bulb Sized Object.,5/15/2013,40.1483333,-79.8880556
3/15/1970 22:00,castlegar (canada),bc,ca,light,180,2-3 minutes,HBCCUFO CANADIAN REPORT:  At least seven&#44 emerged from the light and were flying around the still stationary larger object.,3/17/2004,49.316667,-117.666667
3/21/1970 20:00,camp pendleton,ca,,disk,1200,15-20 minutes,While using night vison scopes &#44 28 Marines witness 3 saucer craft hovering near Camp Pendleton rifle range during night firing exersi,7/5/2005,33.317842,-117.320512
3/30/1970 21:00,slocomb,al,us,circle,120,2 minutes,craft just above the trees moving slowly&#44 silent&#44circular solid white light. witnessed by 5 of us,1/17/2004,31.1080556,-85.5944444
4/15/1970 03:00,interstate 40,az,,light,300,5 minutes,circular light followed my car..appeared within seconds beside my car (passenger side)&#44 then re-appeared in rearview mirror.,9/2/2005,35.21653,-114.038764
4/15/1970 21:30,east aurora,ny,us,egg,300,5min,low eggshaped ufo two silhouttes in craft 50 feet over me,11/9/2004,42.7677778,-78.6136111
4/20/1970 14:00,evansville,in,us,disk,600,10 minutes,saucer shaped object above cornfield,3/2/2004,37.9747222,-87.5558333
5/1/1970 00:00,new york city (bronx),ny,us,other,300,5 minutes,Bronx&#44 NY : It was a  solid silver -colored pyramid&#44  spinning 100 feet above Public School 54&#39s yard,1/17/2004,40.7141667,-74.0063889
5/1/1970 00:00,new york city (p. s. 54),ny,us,other,180,3 ninutes,I and scores of others witness a silver pyramid spinning in place abourt 50 feet above the school yard.,1/17/2004,40.7141667,-74.0063889
5/1/1970 03:00,houston,tx,us,disk,600,5-10 minutes,Saucer flew over house in Houston,4/1/2001,29.7630556,-95.3630556
5/1/1970 14:30,oak ridge,tn,us,disk,300,3-5min.,I was standing in front of my house with my friends when the glint of something mettallic caught my eye.  I looked up and saw what I ca,4/15/2000,36.0102778,-84.2697222
5/1/1970 15:30,la grange,il,us,circle,30,30 seconds,Saucer sighting,5/15/2013,41.8050000,-87.8691667
5/5/1970 19:00,new york city,ny,us,changing,300,5 min.,P.S.154 Sighting in the South Bronx,7/8/2004,40.7141667,-74.0063889
5/15/1970 16:00,kansas city,mo,us,light,10,ten seconds,A brilliant&#44 greenish light that suddenly appeared within a grey cloud overhead.,5/14/2002,39.0997222,-94.5783333
5/15/1970 22:00,galt (canada),on,ca,disk,900,15 minutes,Craft hoovering over trees,3/19/2009,43.35,-80.3
5/16/1970 17:00,vero beach,fl,us,oval,120,2 min,My step-father and I were drining a coffee of coffee on our porch&#44 waiting for my mother to get home from work...it was still daylight,8/28/2003,27.6383333,-80.3975
5/18/1970 02:00,tampa,fl,us,oval,3,3 seconds,2 Orange Luminous Oval shape objects side by side zig zagging at the same time as they moved forward very fast.,11/20/2001,27.9472222,-82.4586111
5/20/1970 23:30,reading,pa,us,triangle,600,10 minutes,We saw this HUGE tringular craft with lights on each corner when I was 16&#44 as it hoovered above us,8/5/2001,40.3355556,-75.9272222
5/30/1970 22:00,brantford (canada),on,ca,disk,2700,45 min.,while watching the eclipse of the moon I noticed a light far out in the heavens that was quite larger and brighter then the other stars,2/12/2004,43.133333,-80.266667
6/1/1970 01:00,hopewell,va,us,disk,30,30 sec,Saucer shaped object enters river.,10/30/2006,37.3041667,-77.2875
6/1/1970 03:30,naha (okinawa) (japan),,,oval,120,1-2 min,Just a Grunt on Guard Duty (USMC),12/23/2002,26.212312,127.679157
6/1/1970 03:30,veagus (puerto rico),,,,900,15 minutes,Pseudo sunrise / sunset at 03:30,2/14/2010,36.255123,-115.238349
6/1/1970 11:00,burlingame,ca,us,disk,7200,1-2 hours,The disked hovered for over an hour then  moved slowly and rapidly accelerated.,10/7/2003,37.5841667,-122.365
6/1/1970 15:00,hilmar,ca,us,disk,45,45 sec,discription: object was a typical 2 pie pans placed lip to lip configuration&#44 was seen hovering about 1/4 mile away at about 30-40 deg,8/10/1999,37.4086111,-120.8491667
6/1/1970 15:00,oshawa (canada),on,ca,oval,5,5 seconds,green fiery oval shaped craft,5/11/2005,43.9,-78.866667
6/1/1970 15:30,rogers dry lake,ca,,oval,30,30 sec.,large oval white  Flying  sacue havering over aircraft  landing in Calif at Rogers dry  1970,10/11/2005,37.318487,-121.95425
6/1/1970 17:00,columbus,oh,us,disk,120,1 or 2 min.,I SEEN  A UFO WHEN I WAS ABOUT 13 YEARS OLD. THE YEAR WAS ABOUT1970&#44  IT WAS IN THE FALL IN COLUMBUS OHIO. AT FIRST I THOUGH I SAW A BL,3/7/1998,39.9611111,-82.9988889
6/1/1970 17:00,fulton,ny,us,circle,300,5 minutes,Clear round sphere&#39s about the size of a soccer ball or larger floated slowly by,7/4/2012,43.3227778,-76.4175
6/1/1970 18:00,zagreb (croatia),,,circle,300,half hour,3 object wants to bee seen,10/30/2006,45.815011,15.981919
6/1/1970 19:30,gainsborough (uk/england),,gb,circle,30,30seconds,AS CHILDREN AGED ABOUT 10YRS OLD PLAYING IN THE STREETS AROUND OUR HOMES IN GAINSBOROUGH LINCOLNSHIRE  ENGLAND &#44I/WE SAW A LARGE ROUND,8/5/2001,53.383333,-0.766667
6/1/1970 20:00,meycauayan&#44 bulacan (philippines),,,light,20,15-20 sec,Two UFO flying up and down back and forth in the speed of light (1970&#39s),1/5/2011,14.749886,120.973929
6/1/1970 22:00,westfield,ia,us,disk,300,5 minutes,I saw a UFO over a house&#44 very close to roof.,5/15/2013,42.7555556,-96.6055556
6/1/1970 23:00,russia,oh,us,unknown,300,5 minutes,One &quot;starlike&quot; light observed making rapid turns&#44 accelerating and decelerating.,2/1/2007,40.2344444,-84.4094444
6/1/1970 23:59,ritter,or,us,disk,240,4 min,I was on a fishing trip with a friend . It was getting dark and we were looking upat the sky with my bionacers when i notched two white,3/23/2011,44.8925000,-119.1425
6/5/1970 00:50,cleveland (lakewood),oh,us,disk,900,15min,I was asleep with my mom and little brother when for some wierd feeling I opened my eyes .I was faceing a window and looked outside to,9/19/2002,41.4994444,-81.6955556
6/6/1970 03:00,maui,hi,,egg,1800,30+minutes,form sucks was making warners bros. movie  rainbowbridge with jimi hendrix&#44chuck wein [andy warhol] movie maker&#44and ben harris myself w,5/11/2005,20.798363,-156.331925
6/6/1970 18:00,mannheim (west germany),,de,sphere,30,30 seconds,While serving as a military pilot in West Germany(1969-1970)&#44I lived in a high rise apartment building. Standing next to an open window,7/16/2006,49.488333,8.464722
6/6/1970 23:59,downers grove,il,us,disk,600,5-10 min,Flying saucer traveling through the sky in the middle of the day&#33,1/17/2004,41.8088889,-88.0111111
6/8/1970 10:00,not sure,ca,,disk,7200,2 hours +,Single craft,1/17/2004,36.778261,-119.417932
6/9/1970 15:00,eureka,ca,us,oval,60,1 minute,silver globe spotted over humboldt bay,8/7/2007,40.8022222,-124.1625
6/10/1970 13:00,kalispell,mt,us,cigar,1,1 sec,Cigar shaped&#44 silver object seen briefly over Kalispell&#44 Montana,12/12/2011,48.1958333,-114.3119444
6/10/1970 17:00,princess anne,md,us,oval,300,5 min,Bright orange disk with vertical stripes&#44 or ribs.  Eastern Maryland.,6/18/2004,38.2027778,-75.6927778
6/10/1970 19:00,huntington,ny,us,,180,3 minutes,absolutley no sound&#44 super fast,8/5/2009,40.8680556,-73.4261111
6/10/1970 21:00,west ocean city,md,us,light,60,less than one minute,Sighting to the North of Ocean City&#44 Maryland at about the same date as that in Princess Anne&#44 MD,4/16/2005,38.3363889,-75.0852778
6/13/1970 03:30,rio de janeiro (brazil),,,disk,3600,1 hour ?,A strange but very real fact,11/8/2003,-22.9083,-43.197077
6/15/1970 02:00,geneseo,il,us,unknown,1200,20 min,Early morning abduction,1/5/2011,41.4480556,-90.1541667
6/15/1970 03:00,houston,tx,us,disk,900,15 minutes,Saucer very low to ground,4/28/2001,29.7630556,-95.3630556
6/15/1970 11:00,oxford,in,us,other,1800,30 min.,Unknown Radio Broadcast 1970,2/18/2011,40.5197222,-87.2477778
