Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1971 01:00,niagara falls (canada),on,ca,oval,300,5 min.,In van driving home. Van stalled beside Winery. One block ahead&#44 hovering over an old schoolhouse was bright lights - Red and white cir,12/2/2000,43.1,-79.05
1/1/1971 14:00,hong kong,,,oval,420,7 minutes,A bright greenish type of  bubble of light landed on the merry-go-round in our primary school playground.,7/11/2000,22.396428,114.109497
1/7/1971 22:00,tewksbury,ma,us,,5,5 seconds,Nothing in nature or manmade could have produced this light on the same night as other sightings in the area.,12/2/2000,42.6105556,-71.2347222
1/10/1971 20:00,la ronge (canada),sa,ca,unknown,300,5 minutes,sighting at anglo rouyn mine in the early 1970&#39 s in norhtern sk.,4/1/2001,55.1,-105.3
1/10/1971 21:00,preston (uk/england),,gb,disk,180,2 to 3 mins,about 60 ft long red and yellow lights a big spotlight hoverd overhead about 500yds to the north of us for about 2 to 3 minutes no nois,12/19/2003,50.783333,-0.466667
1/15/1971 13:00,turin&#44 northern italy,,,triangle,120,2minutes,At 1 P.M.in a clear sky&#44 a grey triangle with a light in the middle hovered over city for about 2 min&#44 then disappeared in1sec,10/12/2001,45.070312,7.686856
2/1/1971 18:30,waverly hall,ga,us,circle,3000,45-50 minutes,saw bright circular object almosr directly overhead and moving down to hover 200 yds to our right and about 100 ft above ground. Ist th,6/18/1998,32.6833333,-84.7383333
2/1/1971 19:00,gorham,nh,us,light,300,5 minutes,Bright lite seen moving eraticaly over mountains with no noise.,9/2/2005,44.3877778,-71.1736111
2/1/1971 20:00,pacific ocean,,,light,60,one minute,I was in the navy in 1971 on a recovery mission aboard the uss new orleans LPH 11 we recovered apollo 14 the apollo space craft was abo,12/16/2005,-8.783195,-124.508523
2/5/1971 18:45,conshohocken,pa,us,circle,900,15 minutes,Very large circular craft with engine problem&#44 descends&#44 stabilizes&#44restores engines and tests them.,3/16/2001,40.0791667,-75.3019444
2/5/1971 20:30,havensville,ks,us,circle,1200,20 minutes,Lights similar in size and color to stars&#44 zipping around in night sky&#44 verified by grandparent.,12/7/2006,39.5111111,-96.0777778
2/15/1971 00:00,everglades (on aligator alley),fl,,disk,2,2 seconds,Sighted while driving across the AlleyIt was about midnight and a UFO crossed the highway in front of me at very low altitude.It wa,11/20/2002,25.858244,-81.385069
