Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1962 08:00,key west,fl,us,sphere,300,3 to 5 minutes,in the very early morning hours of 1962&#44 I don&#39t recall the date or month&#44 at the time I was only 10 years of age&#44 a very loud whistlei,3/7/1998,24.5552778,-81.7827778
2/19/1962 21:00,fayetteville,nc,us,circle,900,15 minutes,it was a silver color&#44 i just went to bed&#44 and i seen colored lights coming through my window. i looked out my window&#44 and seen the rou,7/16/2003,35.0525000,-78.8786111
3/1/1962 08:00,snohomish,wa,us,diamond,1500,25 minutes,I saw a UFO shoot incredibly fast and straight across large areas of the sky and then stop instantly at a new location.,11/28/2007,47.9130556,-122.0969444
3/3/1962 03:00,wendover,ut,us,disk,900,15 min,MY BROTHER IN LAW WHO IS FROM VANCOUVER BC. AND HAS DUAL PASSPORT WAS IN WEST WENDOVER FOR GAMBLING PURPOSES.HAVING BEEN IN THE US.NAVY,9/2/2005,40.7372222,-114.0366667
3/8/1962 21:00,clayton,nc,us,,1800,30 minutes,Oh My God&#33&#33&#33 I thought that it was just me&#44 I was afraid to ask my neighbors if they had heard what I had heard on the evening of 2/27/,4/12/2013,35.6505556,-78.4566667
3/15/1962 10:00,camden,oh,us,sphere,600,10 minutes,Large &quot;sphere&quot; shaped object sighted hovering with an up and down motion.,3/4/2008,39.6288889,-84.6486111
3/15/1962 12:00,baumholder (germany),,de,rectangle,180,@ 3 minutes,Saw glowing&#44 rectangular&#44 but possibly cylindrical object that did not appear to be an aircraft during daylight hours.,4/2/1999,49.616667,7.333333
3/31/1962 21:00,shenandoah,pa,us,light,45,45 seconds,3 lights in formation from the moon,8/10/1999,40.8202778,-76.2011111
4/4/1962 23:59,washington&#44 d.c. (area),dc,,sphere,2400,total 30 to 40 minutes,My brother.At a family gathering in the early 1960s when my brother&#44 who served in a special part of the armed forces&#44 revealed tha,10/31/2003,38.907231,-77.036464
5/15/1962 21:00,toms river,nj,us,disk,180,3 minutes,Round&#44 dark disk shaped object with lights all around it softly whirred by&#44 hovering overhead for a few moments and then moved on.,7/13/2005,39.9536111,-74.1983333
5/15/1962 21:30,pittsburg,ok,us,changing,30,20-30 secs.,Large&#44 red light&#44 flanked by smaller red lights that appeared to change shape,3/11/2006,34.7130556,-95.8497222
5/20/1962 23:00,whitehouse (near),nj,us,light,1200,20 minutes,Bright light&#44 &quot;electrical sensation&quot; and missing time.,7/16/2006,40.6183333,-74.7447222
5/30/1962 20:00,garland,tx,us,disk,600,approx. 10 min,THE OBJECT APPEARED TO COME DIRECTLY TO MY HOUSE&#44 THEN  LEFT WITH FAST ZIG ZAG SPEED BACK TO SPACE.,10/31/2003,32.9125000,-96.6386111
6/1/1962 00:00,bartlesville,ok,us,unknown,120,minute or so,Childhood visitation 1962&#44 possible implant&#44 first sighting 1977.  other sightings of craft on several occasions. 500 Lights On Obj,7/4/2012,36.7472222,-95.9805556
6/1/1962 12:00,liberty homes (near charleston),sc,,sphere,1200,15-20 min.,I saw a circular object with lights going around the middle of it.,1/28/1999,27.571282,-99.43593
6/1/1962 12:00,ellwood city,pa,us,disk,60,1 minutes,came down never touched ground had mist like around it&#44 about 1 yard wide wide&#44 hovered off ground right where I was sitting for about,1/28/1999,40.8616667,-80.2866667
6/1/1962 19:00,san francisco,ca,us,circle,900,15 minutes,My personal UFO sighting,1/29/2002,37.7750000,-122.4183333
6/1/1962 20:00,aurora,co,us,light,5,5 sec.,object seen moving from one star to another,3/7/1998,39.7294444,-104.8313889
6/1/1962 21:30,benton,il,us,disk,900,15 min.,Saucer shaped object in daytime nearly landed next to me.  When my mother ran out to me&#44 it flew away.,10/2/1999,37.9966667,-88.92
6/14/1962 02:00,yorkton (canada),sa,ca,disk,60,45 - 60 seconds,Dull aluminum alien space craft &#44silent&#44motionless hover&#44150 Ft. away&#44crystal clear view&#44country sighting&#44SCARY then&#33,5/14/2002,51.216667,-102.466667
6/14/1962 19:45,lempster,nh,us,circle,300,5 min ?,pin point light that brcame huge and got brighter&#44 then whent pinplint in the sky and shot to the south,1/19/2005,43.2383333,-72.2111111
6/15/1962 00:00,castle rock,wa,us,sphere,900,10-15 minutes,My dad was a heavy equipment mechanic with a large timber company for many years and told me about a sighting he and his helper had dur,2/7/2014,46.2752778,-122.9063889
6/15/1962 19:30,lawrence county (rural agriculture field),il,us,disk,900,15 minutes,My motivation is to have this report of unknown craft observed at close range included in a database,6/2/2013,42.4411111,-88.6411111
6/15/1962 21:30,il/in state line (near; rural crop field),il,,disk,900,15 minutes,Disk shaped craft hovering about 25 ft. over crop field &amp; observed at distance of 10-20 ft.,7/3/2013,39.43694,-87.52944
6/16/1962 23:30,joyce,wa,us,other,180,3 minutes,Three minutes over Crescent Beach WA,10/30/2006,48.1366667,-123.7327778
6/25/1962 02:00,ossining,ny,us,unknown,900,10-15 min,refueling in summer 62 ossining ny,1/17/2004,41.1627778,-73.8619444
6/30/1962 02:00,granada hills,ca,us,sphere,5,4-5 seconds,Ping-pong size floating ball observed through window in San Fernando Valley&#44 1962,1/5/2011,34.2647222,-118.5222222
6/30/1962 07:00,cadiz,ca,us,unknown,10,10 seconds,We saw a silver brushed sillhoutte about the size of a person floating about 1-2 ft above the ground with no features of any sort.,12/12/2011,34.5200000,-115.5119444
6/30/1962 17:30,royal oak,mi,us,disk,600,5-10 min,Ship over Royal Oak&#44 early 60s,5/29/2011,42.4894444,-83.1447222
6/30/1962 18:00,bethpage,ny,us,triangle,300,5 minutes,While I was a young boy playing in my dads belair around 1962 or 1963. I saw multiple bright white lights traveling west to east about,7/4/2012,40.7441667,-73.4825
6/30/1962 19:00,bay area,ca,,disk,300,1/2 hour,Large saucer shaped craft hovering&#44 California&#44 1962,1/5/2011,37.714145,-122.25
6/30/1962 23:59,orlando (nearby),fl,us,sphere,1500,25+min,Sphere with lights encircling its equater hovering above a lake in Florida for 25+minutes in the 1960&#39s,2/24/2001,28.5380556,-81.3794444
7/1/1962 22:00,seattle,wa,us,other,30,30 seconds,randomly moving starlike shape,11/1/1998,47.6063889,-122.3308333
7/1/1962 22:00,chicago,il,us,disk,600,10 minutes,Summer of 1962 Chicago &quot;Plane towing lighted sign&quot; flap,3/4/2008,41.8500000,-87.65
7/4/1962 21:00,spearman,tx,us,unknown,900,15 minutes,Laying on my back looking at the stars when one shot across the sky&#44 did a 90 degree turn without slowing and stopped...then a second o,9/2/2005,36.1983333,-101.1919444
7/7/1962 02:00,lindsay,ok,us,cylinder,600,hours,white beam of light and cylindrical object,10/31/2008,34.8347222,-97.6022222
7/10/1962 10:00,tannersville,ny,us,light,120,2 minutes,1962 shiny object flying over New York Catskills south to north at approx 10&#44000 feet with two USAF jets chasing it.,11/20/2001,42.1955556,-74.1341667
7/15/1962 02:00,avon-by-the-sea,nj,us,changing,300,5 min,Approached by a small orange light.  Light changed to a large cicular object.,1/28/1999,40.1922222,-74.0163889
7/15/1962 19:00,chicago,il,us,other,1800,30 min,One large craft with colored revolving lights between two metalliccylanders,11/21/2010,41.8500000,-87.65
7/15/1962 21:00,mentor,oh,us,disk,1800,30 mins,UFOs over Mentor Ohio Drive-in in 1960s,10/10/2011,41.6661111,-81.3397222
7/15/1962 21:00,frankfort,mi,,oval,2,seconds,mort1232@netzero.net,7/5/2005,44.63361,-86.23454
7/15/1962 23:00,sunrise beach,mo,us,cylinder,180,3 min.,Lake Ozark UFO sighting 1960&#39s,11/21/2010,38.1758333,-92.7841667
7/20/1962 18:00,burkesville,ky,us,disk,120,1-2 minutes,Disk&#44 flying very low&#44 over small town in Kentucky in 1962; close enough to see details.,10/30/2006,36.7902778,-85.3705556
7/20/1962 21:00,springdale,ar,us,light,1200,20 min.+ -,Sighting #1:  I am guessing at the date&#44It&#39s been almost 40 years ago&#33 Some friends and myself were at a small little country church wh,11/4/2002,36.1866667,-94.1286111
7/24/1962 12:00,rensselaer,ny,us,other,120,2 minutes,object appeared and hovered  over a minute in broad daylight less than 100 feet off the ground of a parking lot in Rensselaer&#44 NY,10/30/2006,42.6425000,-73.7433333
8/1/1962 12:00,charleston,sc,us,disk,300,5 min,Flying disk near Air Base in Charleston SC around 1962 summer,10/30/2006,32.7763889,-79.9311111
8/1/1962 15:00,savannah,ga,us,disk,900,15 minutes,a round&#44 disk like craft with circling lights on the underside of it hovered and flew over our neighborhood around 6 pm&#448/62,12/9/2003,32.0833333,-81.1
8/1/1962 17:00,hudgson (canada),mb,,oval,60,60 seconds,My mother and I have seen a U.F.O. at very close range. We can identify this object as a flying object unknown to mankind.,12/2/2000,51.214271,-97.571524
8/1/1962 19:30,beaverton,or,us,triangle,120,2 minutes,Daytime approach and stopped within short distance and was extremely visible.,7/14/2013,45.4872222,-122.8025
8/1/1962 23:00,ship&#39s bottom,nj,,unknown,300,5 min.,Object seen 11PM&#44 Aug.&#44 1962 or 1963 over ocean&#44 Ship&#39s Bottom&#44 NJ.,4/16/2005,39.642897,-74.180416
8/8/1962 14:00,lodi,oh,us,other,600.0,5-10 minutes,cluster UFO&#39s ...no sound...it looked like one craft with.approx. 10-12 circular with bright red lights. Broke apart into seperate craf,5/24/2005,41.0333333,-82.0122222
8/10/1962 15:00,wellington,ks,us,unknown,2400,30-40 min.,An early 1960&#39s encounter with  possible alien occupants  near Wellington&#44 Ks,4/16/2005,37.2652778,-97.3713889
8/15/1962 17:30,denver (east of),co,us,disk,1200.0,20 minutes,Large UFO hovering over a high line tower&#8212;Chased by Airforce Helicopters near Denver&#44 CO in 1962.,9/6/2002,39.7391667,-104.9841667
8/15/1962 19:00,nenana,ak,us,oval,900.0,15 min,the object had a large spot light&#44 shining straight down towards the groung.,3/21/2003,64.5638889,-149.0930556
8/15/1962 20:00,ann arbor,mi,us,disk,300.0,5 minutes,I am not sure of the year. I was about 14 or 15 years old had been on a date with a young man I met at a church retreat. It was my firs,3/19/2009,42.2708333,-83.7263889
8/16/1962 12:00,haverhill,ma,us,disk,300.0,5 minutes,Two Silver Disks observed in broad daylight.,1/31/2011,42.7761111,-71.0777778
8/22/1962 20:00,charlottetown (canada),pe,ca,light,180.0,3 minutes,Speeding light from horizon stopping and turning 90 degrees at high speed and then hovering overhead.,8/7/2007,46.233333,-63.133333
9/1/1962 12:00,san juan island (100 miles north of seattle),wa,,disk,300.0,5 minutes aprox,About noon&#44 large disk traveled high speed and hovered Impossible maneuvers (to our level of tech). Chased pointlessly by naval jet air,1/3/2001,48.551367,-123.078106
9/1/1962 12:00,seattle,wa,us,circle,180.0,3 mins.,This event occurred many years ago when I was eight. I have never spoken publicly of it&#44 but now&#44 at the age of 45&#44 I am interested in,2/16/2000,47.6063889,-122.3308333
9/4/1962 15:30,st. louis,mo,us,sphere,3600.0,1 hour plus,Observation of spherical white colored craft in geostationary position for 1 hour plus.,5/15/2006,38.6272222,-90.1977778
9/14/1962 17:30,wisconsin (rural),wi,,disk,1800.0,30min.,we were walking home after a day of hunting and an orange light came from nowere and shined down on us. it followed us and we shot at i,4/26/1999,43.78444,-88.787868
9/15/1962 07:00,puerto rico,,,disk,300.0,hour and a half,Spinning lights inside of a small boiling cloud.,1/10/2009,18.220833,-66.590149
9/15/1962 14:00,severn (northhampton) (uk/england),nc,us,unknown,900.0,15 minutes,Car electrical system failed&#44 then recovered,10/30/2012,36.515,-77.19
9/15/1962 18:00,island beach state park,nj,,disk,120.0,2 minutes,I saw 3 saucers flying out over the ocean during daylight.  They did not spin or make a sound and I will never forget it&#33,2/18/2001,39.828568,-74.092007
9/29/1962 22:00,savannah (hunter afb),ga,us,oval,180.0,3 minutes,Hunter AFB&#44 Savannah Georgia 1962-1963: Luminous zig-zag disk,10/23/2013,32.0833333,-81.1
