Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
4/10/1949 15:00,seattle,wa,us,disk,600,ten minutes,UFO Hovers over Seattle sky,4/27/2004,47.6063889,-122.3308333
5/1/1949 14:00,oak ridge (drive),wv,us,other,40,40seconds,log shape whooshing object observed near charleston w.v.,3/19/2002,38.0750000,-81.1097222
5/15/1949 06:30,grays,sc,us,light,300,2-5 min.,I am not sure of the exact date or time of this event but it took place in the early morning hours somtime in the late 40&#39s to early 50,10/31/2003,32.6736111,-81.0205556
6/10/1949 21:00,anchorage,ak,us,disk,180,3 minutes,Disk encountered operation difficulties and crashed.,4/16/2005,61.2180556,-149.9002778
6/30/1949 15:00,knoxville,tn,us,other,900,~15 minutes,We saw a small object the size of a car shaped like a jet that hovered near the ground in 1949 or 1950.,3/18/2014,35.9605556,-83.9208333
7/1/1949 11:00,fairbanks,ak,us,disk,120,2 minutes,Enormous metallic disc in Alaska sky&#44 1949.,12/23/2013,64.8377778,-147.7163889
7/1/1949 16:00,marion,al,us,formation,60,under 1 minute,GEORGIA UFO GROUP Report/Tom Sheets:  Witness Debriefing-Alabama Orbs&#44 1949,8/24/2004,32.6322222,-87.3191667
7/15/1949 20:30,booneville,ms,us,unknown,900,hours,Returning home from a movie&#44 we witnessed a large craft about 75 yards behind our house&#44 hovering silently approx. 100 ft. high...,7/5/1999,34.6580556,-88.5666667
8/15/1949 00:00,excelsior,mn,us,circle,300.0,3-5 min.,large ball of brite light above pine trees lighting up the tops of trees.Almost directly above my father who took one photo.Then object,11/21/2010,44.9033333,-93.5661111
8/15/1949 21:00,mill valley,ca,us,light,60.0,1 min. +,3 lights appeared&#44 manuevering rapidly and at impossible flight angles&#44 changing formation until winking out after little more than a m,2/16/1999,37.9061111,-122.5438889
8/15/1949 22:00,tarrant city,al,us,circle,600.0,ten+ minutes,Glowing large orange ball in Alabama sky August&#44 1949.,6/12/2008,33.5833333,-86.7727778
8/25/1949 19:00,steilacoom,wa,us,disk,900.0,15 min.,AS A GIRL OF ABOUT NINE AND MY SISTER WHO WAS EIGHT AND OUR FATHER WERE DOWN AT THE WATER&#44 AT DUSK SITTING AND LOOKING OUT&#44 ALL ALONE.,10/7/2003,47.17,-122.6013889
9/15/1949 21:00,post,tx,us,disk,10.0,10 seconds,Disk object appeared very close to ground above Post&#44 Texas for just a few seconds in about 1949 or 1950,7/16/2006,33.1908333,-101.3777778
10/10/1949 20:30,san marcos,tx,us,cylinder,2700,45 minutes,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,4/27/2004,29.8830556,-97.9411111
10/10/1949 21:00,lackland afb,tx,,light,7200,1-2 hrs,1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.,12/16/2005,29.38421,-98.581082
10/15/1949 20:00,baltimore,md,us,cigar,180,2-3 minutes,It was around 8:PM and I was walking home&#44it was a full moon but something made me lookup&#44 there was no noise&#44 but an object came in fr,3/4/2008,39.2902778,-76.6125
