Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1977 02:30,new canaan,ct,us,,9468000,2-3 years,possible abductions when I was a kid living in Ct. in the middle of the night i would be forcibly floated out of house by short people,11/19/1998,41.1466667,-73.4952778
1/1/1977 12:00,great neck,ny,us,cylinder,1800,30 minutes,When I was a child&#44 I witnessed shiney gold cylinders in the sky.  The sky was very clear; not a cloud in the sky.  The objects were fl,2/1/2007,40.8005556,-73.7288889
1/1/1977 19:30,new york city (manhattan),ny,us,sphere,60,30-60 seconds,A small gray ball moved past my bedroom window on the 15th floor of a New York City apartment building.,9/2/2005,40.7141667,-74.0063889
1/1/1977 20:00,la crescenta,ca,us,formation,10800,2 to 3 hours,Triangle formation in foothills.,11/28/2007,34.2241667,-118.2391667
1/1/1977 20:00,westminster,ca,us,disk,300,5 minutes,There were two ships&#44 saucer shaped&#44 silver grey..like pewter&#44 soundless&#44 drifting over our neighborhood like silent boats on the water,2/14/2010,33.7591667,-118.0058333
1/10/1977 11:00,adelaide (south australia),,au,disk,30,30 seconds,Several people  witnessed positive UFO on clear day.,10/7/2003,-34.928661,138.598633
1/14/1977 22:00,el paso,tx,us,unknown,1800,30min,Bright light deep in space moving very fast,1/10/2009,31.7586111,-106.4863889
1/15/1977 01:00,dingman&#39s ferry,pa,,light,60,1 minute,While working as a security guard at Wild Acres Lake in 1977 saw a bright rise off the ground&#44 hover over trees and shoot off into sky.,1/10/2009,41.203322,-77.194525
1/15/1977 20:10,scottsbluff county (rural; western),ne,us,chevron,30,30+ seconds&#44 <60,Popped up over hill out of nowhere&#44 bright lights flashing,1/11/2002,41.8666667,-103.6666667
1/18/1977 17:45,riverside,ri,us,oval,86400,10 days,UFO EXPERIENCE (PHENOMENA) TUESDAY JANUARY 18&#44 1977,2/21/2014,41.7672222,-71.3652778
1/19/1977 20:30,coventry,ri,us,triangle,120,2 minutes,Huge wing craft - 1000 feet in width hovered over house&#44 no noise or lights,8/12/2008,41.7000000,-71.6833333
2/5/1977 16:00,auckland (new zealand),,,unknown,900,15 mins,I lived at the end of Garnet Road Auckland.  That afternoon I was at my letter box when I noticed four youth standing at their car look,2/14/2010,-36.84846,174.763332
2/10/1977 21:00,rio de janeiro (brazil),,,triangle,60,1 minute,I WAS IN BARRA DA TIJUCA IN A CAMPING SITE WITH 2 FRIENDS&#44 SAW LIKE A PYRAMID IN THE AIR&#44 STARTED TO RUN AWAY&#44 THE GIRL RAN AWAY A FEW,3/4/2003,-22.9083,-43.197077
2/15/1977 02:30,ft. knox,ky,,light,600,4 10 mins,5 white glowing balls,8/27/2009,37.883664,-85.965269
2/15/1977 20:00,joyce kilmer slickrock creek wilderness,nc,,circle,1800,30 minutes,very large craft&#44 moving at the speed of light&#44 no sound&#44 lots of lights&#44 jet aircraft came to invesitgate.,4/16/2005,35.759573,-79.0193
2/21/1977 23:42,bloomington,in,us,oval,7,approximately 7 seconds,Three Faint Oval Shaped Objects Flying In Apparent Formation At Night,3/21/2003,39.1652778,-86.5263889
3/1/1977 12:12,terre haute,in,us,unknown,120,2 minutes,Noise and extreme light outside my windows,4/16/2005,39.4666667,-87.4138889
3/1/1977 20:00,hamlet,il,us,sphere,600,10 minutes,UFO AT THE FARM.,1/16/2014,41.3138889,-90.735
3/2/1977 20:45,hometown,pa,us,triangle,300,about 5 minutes,loud triangular craft with 3 lights over rural Schuylkill County&#44 PA in 1977,12/14/2006,40.8236111,-75.9805556
3/11/1977 13:00,st. louis,mo,us,circle,120,2:00,Object was seen on a clear day no clouds except for a hazy disturbance around the object at a distance of about 1 mile. object appeared,8/28/2002,38.6272222,-90.1977778
3/15/1977 20:30,stevens pass (ski resort),wa,,sphere,180,3 minutes,Scintillating orange sphere; exhibits near-instantaneous acceleration from stationary,3/2/2004,47.746222,-121.085933
3/15/1977 22:00,brea,ca,us,formation,7,7 seconds,Night-time flight of lights changes formation suddenly.,8/1/2003,33.9166667,-117.8991667
3/17/1977 18:00,los angeles,ca,us,disk,600,5-10 min,I could see vehicles driving eastbound on the 134 freeway &amp; the UFOs passing over the top of them.,2/14/2006,34.0522222,-118.2427778
3/19/1977 19:00,lake worth,tx,us,chevron,1200,20 mins,Naval Air Station UFO,4/16/2005,32.8047222,-97.4447222
3/19/1977 20:30,los angeles,ca,us,other,60,1 minute,White lights w/blue halo over Santa Monica Fwy.,3/31/2008,34.0522222,-118.2427778
3/20/1977 11:00,minneola,fl,us,cigar,600,10 mins,The strangest thing I have ever seen.,6/4/2004,28.5741667,-81.7463889
3/20/1977 20:00,ridgway,il,us,rectangle,300,5 min,rectangular in shape with a dimly glowing red globe on each end&#44 hovering at 150 ft. &#44 football field sized,6/12/2008,37.7991667,-88.2611111
3/27/1977 00:00,west hawk lake (canada),mb,ca,oval,7,7 seconds,One yellow oval light observed high in the sky moving due North at a high clip (rate) of speed.,5/11/2005,49.8,-93.983333
3/27/1977 10:00,southgate,mi,us,disk,600,10 minutes,Round aircraft&#44 high in sky&#44 had depth or height to it&#44 square windows that spun fast with lights round and round - 100&#39s witnesses,3/19/2009,42.2138889,-83.1938889
4/1/1977 22:00,louisville,ky,us,light,35,30-35 sec.,Three lights moving in the sky.Two white&#44one red. The size of a small aircraft light. Form a triangle and then shoot off backwards.,4/27/2004,38.2541667,-85.7594444
4/11/1977 14:00,silver spring,md,us,disk,120,few minutes,Saw a saucer hovering over the&#44 then Hebrew Congregation on Lockwood Drive. It was less than a 100 yds from me&#44 as clear as day.,8/7/2007,38.9905556,-77.0263889
4/15/1977 05:00,hattiesburg,ms,us,cigar,45,45 seconds,cigar-shaped white mettallilc object with four red and green lights positioned beside it - seen in daylight,6/12/2008,31.3269444,-89.2902778
4/15/1977 17:00,hattiesburg,ms,us,cigar,45,45 seconds,cigar-shaped white mettallilc object with four red and green lights positioned beside it - seen in daylight,6/12/2008,31.3269444,-89.2902778
4/15/1977 21:00,phoenix,az,us,cigar,120,2 minutes,Large dark moving void in the night sky over Phoenix&#44 Arizona,4/18/2012,33.4483333,-112.0733333
4/15/1977 23:00,clearence center,ny,,oval,300,3-5 min,close encounter in ny,4/25/2002,43.010614,-78.637528
4/16/1977 14:00,south royalton,vt,us,disk,60,60 sec.,As reported to MUFONCT:  While driving south on rt 89 near South Royalton&#44 VT I spotted huge dark&#44 metallic gray  with sectioned plated,3/2/2004,43.8208333,-72.5216667
