Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/2007 00:00,windsor,ca,us,other,600,10 minutes,An array of lights&#44 formed in two parralel rows&#44 moving across the sky into a cluster.,2/1/2007,38.5472222,-122.8152778
1/1/2007 00:00,dover,de,us,sphere,15,15-seconds,((HOAX??))  Shpere like air craft sighted in DE&#44 on new years.,1/21/2008,39.1580556,-75.5247222
1/1/2007 00:01,windsor,ca,us,light,600,10 min,Series of 17 unidentifiable lights cross the skies of Northern California.  ((NUFORC Note:  Witness is aviation specialist.  PD)),2/1/2007,38.5472222,-122.8152778
1/1/2007 00:01,windsor,ca,us,circle,300,5 minutes,Several yellow/red objects hovering in the sky&#44 then they disappear.,2/1/2007,38.5472222,-122.8152778
1/1/2007 00:06,montclair,ca,us,fireball,420,7 min,walk outside&#44 just before new years count down&#44 great view of the sky.waiting&#44 listening and watching for any fire works&#44 common du,2/1/2007,34.0775000,-117.6888889
1/1/2007 00:10,windsor,ca,us,formation,780,13min,Swarm of Amber spheres,2/1/2007,38.5472222,-122.8152778
1/1/2007 00:11,cedar falls,ia,us,light,300,3-5 minutes,Strange light bobs up and down three times before circling around the east side of the city and disappearing.,2/1/2007,42.5277778,-92.4452778
1/1/2007 00:20,cape coral,fl,us,fireball,600,10 min.,18 lights east to west in sky  faster then airliners after fireworks ended on NEWYEARS EVE ---- SCARY,2/1/2007,26.5625000,-81.9497222
1/1/2007 01:00,bensenville,il,us,formation,120,2 minutes,i was sitting outside at my grandmas house&#44 when i looked up to see the moon&#44 after about 15 seconds&#44 i saw 3 lights flying in perfectl,2/1/2007,41.9550000,-87.94
1/1/2007 01:00,puerto vallarta (mexico),,,circle,300,5 minutes,bright orange light over puerto vallarta&#44 mex.  new years 1am.,2/1/2007,20.653407,-105.225332
1/1/2007 01:30,riverside,nj,us,light,120,2 minutes,bright object that stopped in mid air and backed up. 500 Lights On Object0: Yes,8/12/2008,40.0322222,-74.9577778
1/1/2007 02:00,miami,fl,us,oval,1500,hours,Object moved fast back and forth but aslo stayed still at times sometimes changingt colors.,2/1/2007,25.7738889,-80.1938889
1/1/2007 02:00,ligonier,pa,us,light,1500,25 minutes,New Year&#39s Morning siting of spinning lights hovering  over Ligonier&#44 PA,2/1/2007,40.2430556,-79.2377778
1/1/2007 03:00,new york city (time square),ny,us,disk,900,15 min,Disked shaped objects...3... over Time Square&#44 New York.  Reported by Fox News. Objects were approx. 30 feet in dia.&#44 transillumated in,2/1/2007,40.7141667,-74.0063889
1/1/2007 04:33,ellisras (south africa),,,unknown,60,1 min,Alleged UFO crash in Ellisras South Africa,2/1/2007,-23.666466,27.744829
1/1/2007 08:00,pasadena,ca,us,other,5,5 seconds,UFO spotted on spanish tv recording of Rose Parade.,2/1/2007,34.1477778,-118.1436111
1/1/2007 09:00,pasay (philippines),,,disk,60,1 minute,Strange disk shaped object hovering at the side of a building in Manila&#44 Philippines.,1/10/2009,14.537752,121.001379
1/1/2007 13:00,cape may,nj,us,disk,7200,2hrs,WHAT I SAW WAS IN A FORM OF CLOUDS.THEY WERE SAUCER SHAPED SOME WERE BIGGER THAN OTHERS&#44I HAVE PICS ON MY CAMERA PHONE YOU HAVE 2 SEE T,8/7/2007,38.9350000,-74.9063889
1/1/2007 13:40,hainault (on the london/essex border) (uk/england),,,triangle,240,3-4 minutes,In clear daylight three white lights in triangular formation very high in sky moving eastwards.,2/1/2007,51.608139,0.10079
1/1/2007 14:00,san diego,ca,us,oval,18,18 secs,It went slowly then sped up at a 90 degree angle.,2/1/2007,32.7152778,-117.1563889
1/1/2007 14:00,amityville,ny,us,changing,900,15 ninutes,Craft that changed shape&#44 then shot into the water.,2/24/2007,40.6788889,-73.4175
1/1/2007 15:00,st. petersburg,fl,us,disk,120,2 minutes,noted a disc shaped object 40-50 ft in diameter flying towards macdill AFB at liw and at very high speeds.,7/4/2012,27.7705556,-82.6794444
1/1/2007 15:00,lake station,in,us,light,300,5 min,light shot toward woods army helicoptor quit persuit,2/24/2007,41.5750000,-87.2388889
1/1/2007 16:30,miami lakes,fl,us,changing,1200,20 minutes,strange objects on new year&#39s day&#44 2007 in Miami Lakes&#44 Fl on a perfectly clear and sunny day,2/1/2007,25.9083333,-80.3088889
1/1/2007 17:45,ensanada (mexico),,,triangle,120,2 min,Trianglular mute lightened craft.,2/1/2007,31.866743,-116.596371
1/1/2007 18:08,eagle pass,tx,us,circle,900,15 minutes,Dark circular object seen over a deserted ranch outside of Eagle Pass&#44 Tx.  later we see a smaller object as well.,11/28/2007,28.7088889,-100.4991667
1/1/2007 19:00,chicago,il,us,light,3600,approx. 1 hr. or so,Ball of changing light colors,2/1/2007,41.8500000,-87.65
1/1/2007 19:00,magnolia,ar,us,unknown,300,5 minutes,Unidentified aircraft playing tag in the night sky over Magnolia Arkansas,2/1/2007,33.2669444,-93.2391667
1/1/2007 19:30,salem,or,us,unknown,20,15-20 seconds,Lights moving from south to north&#44 low to ground and slow without any sound.,2/1/2007,44.9430556,-123.0338889
1/1/2007 19:45,welwyn garden city (uk/england),,gb,oval,600,10 mins,4 Red lights seen over Welwyn Garden City in Hertfordshire England,2/1/2007,51.8,-0.2
1/1/2007 20:21,midlothian,il,us,other,20,20 sec.,V-shaped with two glowing orange lights tarveling southeast,2/1/2007,41.6252778,-87.7175
1/1/2007 21:30,brightwood,va,us,circle,40,40 sec,object streeked across sky&#44 made a left then climbed out of sight.,2/1/2007,38.4213889,-78.1938889
1/1/2007 21:45,lake havasu city,az,us,sphere,360,5-6 min.,Ground lights up and brings to our attention a huge glowing orange sphere over city.,2/24/2007,34.4838889,-114.3216667
1/1/2007 23:30,saint clair shores,mi,,,2700,45 min,bright red lights from star formation in st clair shores,2/1/2007,42.495556,-82.900278
1/1/2007 23:30,birmingham,al,us,disk,180,3 days&#44 2-3 minutes each,ufo seen over  3-day period,2/1/2007,33.5205556,-86.8025
1/2/2007 00:00,seattle,wa,us,fireball,30,30sec.,((HOAX))  it was really fast&#44 faster then any airplane. It was red&#44 made a microwave sound. Thats it&#44 because I was drunk.,6/12/2007,47.6063889,-122.3308333
1/2/2007 03:10,chicago,il,us,formation,120,2 minutes,Triangle shaped formation comprised of three fast moving balls,2/1/2007,41.8500000,-87.65
1/2/2007 07:25,mountain city,tn,us,disk,180,3 minutes,Witness reports that he was stopped at a traffic light on Hwy 421 in Mountain City&#44 Tn. this morning. As he waited for the light to cha,2/1/2007,36.4744444,-81.805
1/2/2007 10:15,east windsor,nj,,light,480,8min,unexplained diamond shape multi light moves extremely fast then disapears,2/1/2007,40.267754,-74.540251
1/2/2007 13:00,canton,oh,us,disk,120,2 min,A large disc in the sun was photographed from a cell phone at 1 pm eastern standard time about 5 mi. south of Akron/Canton Airport near,2/1/2007,40.7988889,-81.3786111
1/2/2007 13:00,comstock township,mi,,egg,30,30 seconds,((HOAX??))  Three black&#44 egg shaped objects moving in a triangular formation.,2/1/2007,42.284454,-85.458186
1/2/2007 14:00,chicora,pa,us,sphere,10,10 seconds,immobile gray sphere&#44 far off&#44 but appeared rather large in size,2/1/2007,40.9480556,-79.7430556
1/2/2007 14:00,carpendale,wv,,triangle,20,20 seconds,I was especially surprised at how fast it was moving,2/1/2007,39.631944,-78.786667
1/2/2007 17:30,tinley park,il,us,light,60,1 minute,Solid White Ball of Light Drifting across the sky,2/1/2007,41.5733333,-87.7844444
1/2/2007 17:45,delaware,oh,us,light,240,4 minutes,I had two sightings last night in the city of Delaware&#44 Ohio. I usually walk the dog twice after work. The first sighting was around 5:,2/1/2007,40.2986111,-83.0680556
1/2/2007 18:00,columbus,ms,us,light,60,1 minute,A bright&#44 unblinking green light streaked across the sky at a high rate of speed.,4/27/2007,33.4955556,-88.4272222
1/2/2007 18:15,entiat,wa,us,light,300,5:00 min.,My friends and I stepped outside to smoke a cigarette when we observed a light that was floating across the sky.  We thought it might b,2/1/2007,47.6761111,-120.2072222
1/2/2007 18:30,clinton township,mi,,formation,604800,1 week,bright lights in the southwest sky moving&#44stopping&#44 and changing color.,2/1/2007,42.586888,-82.919551
1/2/2007 18:45,seattle,wa,us,light,2400,40 min,Random White Lights circling over West Seattles Admiral District.  ((NUFORC Note:  We suspect advertising lights.  PD)),2/1/2007,47.6063889,-122.3308333
1/2/2007 19:00,newport beach,ca,us,unknown,600,10 minutes,UFO spotted over Newport Beach suburb of Corona del Mar&#44 CA at 19:00 Jan. 2&#44 2007 by 2 witnesses,2/1/2007,33.6188889,-117.9280556
1/2/2007 20:00,clarksburg,md,us,light,1200,20 min,lights in the sky over clarksburg,2/1/2007,39.2386111,-77.2797222
1/2/2007 20:00,millerton,ny,us,light,10800,@3 hours,Clear night&#44 full moon.  Was driving home when noticed something very bright in the sky.  ((NUFORC Note:  Sirius?  PD)),2/1/2007,41.9536111,-73.5111111
1/2/2007 21:00,adair,ia,us,circle,45,45 seconds,3 orange donut shaped objects,2/1/2007,41.5005556,-94.6433333
1/2/2007 21:24,solihull (uk/england),,gb,cigar,14,00:14,cigar shape with fourteen blue lights,2/1/2007,52.416667,-1.783333
1/2/2007 22:15,worcester,ma,us,fireball,10,10 seconds,a green fireball that moved quickly down and up and then across the sky before it disappeared.,2/1/2007,42.2625000,-71.8027778
1/2/2007 22:30,dauphin,pa,us,other,180,3 min.,Jan.2&#4407  we seen bright lites and a huge air craft flying over our house it was gray and moving slowly and not making much of a sound.,2/1/2007,40.3672222,-76.9313889
1/2/2007 23:00,columbia city,in,us,light,60,1 minute,Two orange-yellow lights quietly and quickly from east to west over town,2/1/2007,41.1572222,-85.4883333
1/2/2007 23:42,garden city,ny,us,changing,180,3 minutes,((HOAX??))  One Enflamed craft and large craft above feild.,2/1/2007,40.7266667,-73.6347222
1/3/2007 00:00,fairlee,vt,us,unknown,600,ten min,one of the weirdes nights of my life,2/1/2007,43.9075000,-72.1438889
1/3/2007 03:00,altmar,ny,us,light,300,less than 5 minutes,((HOAX??))  Orange/yellow light in bedroom rushes out screen window.,2/1/2007,43.5100000,-76.0025
1/3/2007 03:45,barton hills,mi,us,diamond,120,2 min,hoovering mirror in the sky.,2/1/2007,42.3219444,-83.7688889
1/3/2007 06:20,airdrie (canada),ab,ca,unknown,2,few seconds,Telescope+Exploring=UFO,2/1/2007,51.266667,-114.016667
1/3/2007 07:40,ypsilanti,mi,us,light,8,8 seconds,light high up in sky suddenly moved at strange angle at speed beyond our technology,2/1/2007,42.2411111,-83.6130556
1/3/2007 14:00,chattanooga,tn,us,unknown,10,10 seconds,object appears to be flying slightly above and almost parallel to jet,2/1/2007,35.0455556,-85.3097222
1/3/2007 16:30,vernon,wi,us,oval,60,1 minute,Green Flash,2/1/2007,42.9036111,-88.2522222
1/3/2007 16:40,san martin,ca,us,circle,180,3 min,bright light strait up in clear blue sky&#44did not move or blink&#44very noticeable.,2/1/2007,37.0850000,-121.6091667
1/3/2007 17:00,charlotte,nc,us,light,1800,30min,Slow moving then became still light in the sky over Lake Wylie 01/03/07 5:30pm,2/1/2007,35.2269444,-80.8433333
1/3/2007 17:45,cerritos/buena park area,ca,,light,2,seconds,The star-like object  traveled at a tremendous rate of speed across the moon lit sky.,2/1/2007,33.918212,-118.009906
1/3/2007 17:55,new florence,mo,us,other,120,2 min,UFO over central Missouri,2/1/2007,38.9102778,-91.4480556
