Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1958 22:00,pep,tx,us,fireball,2,2sec,Green fire balls&#44 Texas Panhandle&#44 late 1950&#39s.,12/12/2009,33.8161111,-102.5577778
1/20/1958 22:43,birchy bay (canada),nf,ca,disk,180,3min,i couldn&#39t believe what i saw&#44 it was like being in a movie&#44 i still can&#39t believe such an experience.,2/24/2005,49.333333,-54.733333
2/15/1958 02:30,howell,mi,us,cigar,45,30 to  45 sec.,Large glowing object that seemed to be  landing&#33&#33,3/19/2002,42.6072222,-83.9294444
4/17/1958 21:30,winooski,vt,us,oval,5400,1 hr 30 min,object hovered&#44 landed then left headed north traveling at 60Kmph&#44 being tracked across USA by several radar sites.,2/22/2005,44.4913889,-73.1861111
4/17/1958 21:30,winooski,vt,us,oval,300,1 &amp; 1/2 hours,more on the 1958 &quot;fireball&quot; in Winooski sky in case you didn&#39t recieve the PDF file I sent of the newspaper clippings.,4/16/2005,44.4913889,-73.1861111
4/25/1958 19:00,atlantic ocean (troopship/ uss rose),,,unknown,60,1/hour,An object that looked like a star until it moved.,4/2/1999,-14.599413,-28.673147
5/5/1958 20:00,palmer park,md,us,sphere,1200,15-20 min.,I saw a white spherical light zig zaging across the sky leaving a plasma trail at unthinkable speed.,4/22/2003,38.9208333,-76.8719444
5/7/1958 10:00,north hollywood,ca,us,circle,432000,5days,A visit by a ufo object by a young child in 1958,6/12/2007,34.1722222,-118.3780556
5/16/1958 23:59,cincinnati,oh,us,diamond,86400,24 hours,5/16/1958/ 1500 hours/ just getting dark&#44mount arity forest,5/15/2006,39.1619444,-84.4569444
5/20/1958 23:59,north hollywood,ca,us,sphere,604800,1 week,I was four years old. i would visit at my grandmothers house. she lived in north hollywood . i was playing in the front yard when a bal,6/2/1998,34.1722222,-118.3780556
6/1/1958 02:00,middlesex,nc,us,circle,3600,1 hour,white glowing lights,3/11/2006,35.7900000,-78.2041667
6/1/1958 19:00,san francisco,ca,us,oval,120,2 minutes,A low flying huge silver flying saucer positions itself over home in San Francisco in 1958.,10/31/2003,37.7750000,-122.4183333
6/1/1958 21:00,new york city (bronx),ny,us,oval,10,10 seconds,7 brightly illuminated elliptical discs racing uniformly across the night sky were seen moving NNW to SSE equally spaced apart.,4/16/2005,40.7141667,-74.0063889
6/1/1958 22:00,timpson,tx,us,light,5400,1hour 30 min,Round lights&#44blMulticolored lights moving in circles on and around reswidence,12/20/2000,31.9036111,-94.395
6/1/1958 22:30,grand island,ne,us,circle,180,2-3 min.,Hovering craft 60-75&#39 over roadway,2/22/2002,40.9250000,-98.3416667
6/6/1958 09:30,cincinnati,oh,us,diamond,86400,24 hours lost,odd shaped diamond saucer&#44light could pass threw it&#44about thirty feet long&#4415 feet high&#44three feet from touching the ground&#44glass looki,7/16/2006,39.1619444,-84.4569444
6/6/1958 18:45,sydney (nsw&#44 australia),,au,,2700,45 min,In the winter months of 1958 on a clear winter night while looking at the southern cross&#44 a star formation I now know is called the Cru,5/13/2003,-33.861481,151.205475
6/10/1958 12:00,baldwin park,ca,us,cigar,300,5 minutes,In 1958&#44 an eleven year old girl sees a cigar shaped saucer hovering near her home.,3/11/2003,34.0852778,-117.96
6/15/1958 15:00,yonkers,ny,us,light,14,14 seconds,venus&#39 dark side...,9/2/2005,40.9311111,-73.8991667
